[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551811.99345
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551812.094026
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551812.1946325
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551812.2952197
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551812.3958235
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551812.4964077
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551812.5970585
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551812.6971908
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551812.7979116
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551812.8981047
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551812.99852
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551813.0991194
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551813.1997042
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551813.3002536
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551813.401813
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551813.5023913
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551813.6039383
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551813.7044897
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551813.805231
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551813.9059658
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551814.0065753
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551814.1065922
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551814.207146
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551814.3077662
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551814.4083555
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551814.5089147
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551814.6094873
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551814.7102478
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551814.8111145
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551814.9126444
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551815.0132473
[0, 0, 0, 0, 0, 0, 0, 1, 0]|1683551815.1138308
[0, 0, 0, 1, 0, 0, 0, 0, 0]|1683551815.2144115
[0, 0, 1, 0, 0, 0, 0, 0, 0]|1683551815.314966
[0, 0, 1, 0, 0, 0, 0, 0, 0]|1683551815.4169261
[0, 0, 1, 0, 0, 0, 0, 0, 0]|1683551815.5174923
[0, 0, 1, 0, 0, 0, 0, 0, 0]|1683551815.618071
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551815.7183628
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551815.8199162
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551815.920493
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551816.022049
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551816.1226323
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551816.2228026
[1, 0, 0, 0, 0, 0, 0, 0, 0]|1683551816.3229127
[1, 0, 0, 0, 0, 0, 0, 0, 0]|1683551816.4230912
[1, 0, 0, 0, 0, 0, 0, 0, 0]|1683551816.5232663
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551816.623847
[0, 0, 1, 0, 0, 0, 0, 0, 0]|1683551816.7244246
[0, 0, 1, 0, 0, 0, 0, 0, 0]|1683551816.8250349
[0, 0, 1, 0, 0, 0, 0, 0, 0]|1683551816.925839
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551817.02642
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551817.1268568
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551817.2270975
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551817.3276772
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551817.4282615
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551817.5289352
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551817.630664
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551817.7312503
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551817.8318293
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551817.9324403
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551818.033007
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551818.1335967
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551818.2341492
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551818.3357046
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551818.4358408
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551818.53596
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551818.6360884
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551818.736683
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551818.8373039
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551818.937856
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551819.0394397
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551819.1400027
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551819.240581
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551819.3421664
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551819.4436946
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551819.5442708
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551819.644979
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551819.7456439
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551819.8462913
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551819.9469473
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551820.047474
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551820.148053
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551820.2486331
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551820.3487442
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551820.4492962
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551820.549877
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551820.6512969
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551820.752857
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551820.8545322
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551820.9552257
[0, 0, 0, 0, 1, 0, 0, 0, 0]|1683551821.056066
[1, 0, 0, 0, 0, 0, 0, 0, 0]|1683551821.1576438
[0, 0, 0, 0, 0, 0, 0, 0, 1]|1683551821.2578437
[0, 0, 0, 0, 0, 0, 0, 0, 1]|1683551821.3593724
[0, 0, 0, 0, 0, 0, 0, 0, 1]|1683551821.4599504
[0, 0, 0, 0, 0, 0, 0, 0, 1]|1683551821.56346
[0, 0, 0, 0, 0, 0, 0, 0, 1]|1683551821.6640396
[0, 0, 0, 0, 0, 0, 0, 0, 1]|1683551821.7646217
[0, 0, 0, 0, 0, 0, 0, 0, 1]|1683551821.865197
[0, 0, 0, 0, 0, 0, 0, 0, 1]|1683551821.9658086
[0, 0, 0, 0, 0, 0, 0, 0, 1]|1683551822.0663586
